S_Seker,MisparMb,Hodesh_Hakira,Shnat_Hakira,Quarter,Weight,Nefashot,NefeshStandartit,Mefarnesim,Nefashot0_4,Nefashot5_9,Nefashot10_14,Nefashot15_17,NefashotAd18,Nefashot18Up,Men18up,Women18up,Nationality,Yshuv,Nafa,Zurat_Y,Cluster,MadadPereferia,Tanur_Ba,Tanur_B,Tanur_A,Microwave,Refrigerator,Deep_Freezer,Dish_Washer,Washing_M,Dryer,V_Cleaner,Television,Computer,A_Conditioner,C_Heating,F_Heating,Water_Heating,Security_Room,Cable_Tv,Water_Purification_Device,Tablet,Gamer,Satellite_Dish,internet,Phones,Cell_Phones,Cars,Electric_Scooter,Electric_Bicycle,Baalut,Owned_Appartement_Not_For_Living,Value_D,Mocher_D,Sah_Hadrim,Hadrim,Rented_D,Add_Payers,Maskir,Mafteah,Decile,Total_Net,Net,i1Kaspit,iInKind,c3Kaspit,i11,i12,i13,i14,i111,i132,i141,i142,i143,i144,i111_rmb,i111_bz,i111_aher,i112_i113,i131011,i131029,i141010,i141028,i141036,i141044,i141051,i141069,i141077,i141085,i141093,i141101,i141119,t21,t211,t212,t213,c3,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,RamatDatiyut,Sex_RMB,MaamadRMB,Religion
2020,16455,8,2020,3,329.658,1,1.25,1,,,,,,1,,1,1,6200,53,4,3,5,0,1,1,1,1,0,1,1,0,1,1,1,2,2,2,1,2,1,1,0,0,2,1,1,2,,0,0,1,0,1300000.0000,3,3,3,0,0,0,0,10,17011,13764,18543,3247,5482,18543,0,0,0,18543,0,0,0,0,0,18543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4779,3003,932,844,8729,1828,238,3353,1171,202,0,305,156,1169,307,1,2,1,1
2020,16456,8,2020,3,140.387,3,2.65,0,,,,,,3,2,1,2,0000,25,9,2,3,1,0,0,0,2,0,0,1,0,0,2,0,1,2,2,1,2,2,2,0,0,1,2,1,2,,0,0,1,0,618465.0000,4,3,3,0,0,0,0,3,10877,8794,8794,2083,6346,0,0,0,8794,0,0,8794,0,0,0,0,0,0,0,0,0,0,4988,0,0,0,3806,0,0,0,0,0,0,0,0,0,8429,981,760,2083,450,2473,886,521,0,178,97,3,1,3,3
2020,16457,8,2020,3,263.023,2,2.00,1,,,,,,2,1,1,2,0000,25,9,2,3,1,0,0,1,1,1,0,1,0,1,1,0,1,2,2,1,2,2,2,0,0,1,1,1,1,,0,0,1,0,600000.0000,2,3,3,0,0,0,0,3,8355,6272,6272,2083,5288,1765,0,0,4507,1765,0,4507,0,0,0,1765,0,0,0,0,0,0,0,0,0,4507,0,0,0,0,0,0,0,0,0,0,7371,1694,1433,2083,602,234,0,994,0,330,0,1,1,1,2
2020,16458,8,2020,3,506.276,2,2.00,0,,,,,,2,1,1,2,0000,25,9,2,3,0,1,1,1,1,1,1,1,0,1,1,0,1,2,2,1,2,2,1,0,0,1,2,1,1,,0,0,1,0,1033969.0000,4,4,4,0,0,0,0,3,7707,5058,5058,2649,4104,0,0,0,5058,0,0,5058,0,0,0,0,0,0,0,0,0,0,5058,0,0,0,0,0,0,0,0,0,0,0,0,0,6753,1390,386,2649,1496,200,400,161,0,70,0,2,1,3,2
2020,16459,8,2020,3,643.740,4,3.20,1,1,1,,,2,2,1,1,2,0000,25,9,2,3,0,1,1,1,1,0,0,1,1,1,1,0,1,2,2,1,1,2,1,0,1,1,1,,2,1,0,0,,0,,,3,3,0,0,0,0,2,12057,9974,11053,2083,12493,10709,0,0,345,10709,0,345,0,0,0,10709,0,0,0,0,0,345,0,0,0,0,0,0,0,0,0,0,1080,322,339,420,14576,2336,1303,2083,957,117,100,0,1668,3472,2541,2,1,1,3
2020,16460,8,2020,3,580.600,6,4.25,0,,1,,1,2,4,2,2,2,0000,25,9,2,3,0,1,0,0,2,0,0,1,0,0,1,0,0,2,2,1,1,2,2,1,0,1,1,,2,,0,0,1,0,618465.0000,4,3,3,0,0,0,0,2,11502,9419,9596,2083,2398,0,0,0,9596,0,0,9596,0,0,0,0,0,0,0,0,0,345,0,0,0,0,6447,2804,0,0,0,0,177,0,73,104,4481,321,347,2083,792,0,120,0,666,150,0,3,1,3,3
2020,16461,8,2020,3,393.604,4,3.20,0,,,1,1,2,2,1,1,2,0000,25,9,2,3,0,1,1,0,1,1,0,1,0,0,1,0,0,2,2,1,2,2,2,0,0,1,2,,,1,0,0,1,0,1352244.0000,4,5,5,0,0,0,0,1,4782,1634,1634,3148,9185,0,0,0,1634,0,0,1634,0,0,0,0,0,0,0,0,0,345,0,0,0,0,1289,0,0,0,0,0,0,0,0,0,12333,2892,1390,3148,694,0,0,8,1834,543,1824,2,1,3,3
2020,16462,8,2020,3,1983.922,3,2.65,1,1,,,,1,2,1,1,2,0000,25,9,2,3,0,1,1,0,1,0,1,1,0,1,1,0,1,2,2,1,1,2,2,0,0,1,2,,2,1,0,0,,0,,,3,3,1,0,2,2,1,7100,7100,7462,0,8335,7462,0,0,0,7462,0,0,0,0,0,7462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,0,107,254,8335,1064,912,3202,766,632,750,242,0,620,148,3,1,1,3
2020,16463,8,2020,3,797.556,2,2.00,0,,,,,,2,1,1,2,0000,25,9,2,3,0,1,1,1,1,1,1,1,1,1,1,0,2,2,2,1,1,2,2,0,0,1,1,,2,1,0,0,1,0,1352244.0000,4,5,5,0,0,0,0,3,7555,4407,4407,3148,9460,0,0,0,4407,0,0,4407,0,0,0,0,0,0,0,0,0,0,0,0,0,4407,0,0,0,0,0,0,0,0,0,0,12608,4225,1311,3148,2074,65,200,214,0,884,486,2,1,3,3
2020,16464,8,2020,3,560.042,4,3.20,2,,1,1,,2,2,1,1,2,0000,25,9,2,3,0,1,1,1,1,0,1,1,1,1,2,2,4,2,2,1,2,1,1,1,1,1,1,1,2,1,0,0,1,0,1352244.0000,3,5,5,0,0,0,0,5,20381,16104,22418,4277,31591,22073,0,0,345,2042,0,345,0,0,0,0,2042,0,20032,0,0,345,0,0,0,0,0,0,0,0,0,0,6314,3310,1959,1045,34739,3083,217,3148,1041,1496,2732,170,351,3007,19494,2,1,2,3
2020,16465,8,2020,3,433.363,6,4.25,1,1,,2,1,4,2,1,1,2,0000,25,9,2,3,0,1,1,1,1,1,0,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,1,1,2,1,0,0,,0,,,5,5,0,0,0,0,3,16927,13779,14633,3148,21176,9014,0,0,5619,0,0,5619,0,0,0,0,0,0,9014,0,0,729,0,0,0,0,4890,0,0,0,0,0,854,0,525,330,24324,4077,0,3148,1600,13,2224,2643,0,9066,1553,3,1,2,3
2020,16466,8,2020,3,560.372,2,2.00,0,,,,,,2,1,1,1,7900,42,13,4,5,0,1,1,1,1,0,0,1,0,0,1,0,1,2,2,1,1,1,2,0,0,2,1,1,1,1,0,0,,0,,,4,4,1,1,2,2,1,2560,2560,2738,0,6304,0,0,0,2738,0,0,2504,0,234,0,0,0,0,0,0,0,0,0,0,0,2504,0,0,0,0,0,0,177,0,73,104,6304,0,0,4002,1376,0,0,233,187,505,0,3,1,3,1
2020,16467,8,2020,3,277.792,2,2.00,0,,,,,,2,1,1,1,0000,11,10,3,3,0,1,1,1,2,0,1,1,0,1,2,1,3,2,2,1,2,1,1,0,0,2,1,1,2,1,0,0,1,0,2600000.0000,77,8,8,0,0,0,0,9,21823,14323,14323,7500,15097,0,10016,0,4307,0,0,4307,0,0,0,0,0,0,0,0,0,0,4307,0,0,0,0,0,0,0,0,0,0,0,0,0,22597,3047,1127,7633,4616,354,350,536,252,1811,2871,2,1,3,1
2020,16468,8,2020,3,454.212,1,1.25,0,,,,,,1,1,,1,4000,31,3,4,4,1,0,0,1,1,0,0,1,0,0,1,1,1,2,2,1,2,2,2,0,0,2,2,,1,,0,0,1,0,2000000.0000,1,2,2,0,0,0,0,4,5948,4360,4360,1588,3312,0,0,0,4360,0,0,4360,0,0,0,0,0,0,0,0,0,0,3706,0,0,0,654,0,0,0,0,0,0,0,0,0,4900,846,0,1588,394,1069,640,126,0,40,195,2,1,3,1
2020,16469,8,2020,3,398.086,1,1.25,1,,,,,,1,1,,1,4000,31,3,4,4,1,0,0,1,1,0,0,0,1,0,1,2,2,2,2,1,2,1,2,0,0,2,1,,1,,0,0,,0,,,2,2,1,0,3,2,1,2362,2362,2548,0,2971,945,0,0,1603,945,0,1603,0,0,0,945,0,0,0,0,0,0,0,0,0,0,0,1603,0,0,0,0,185,0,21,164,2971,304,130,740,416,0,0,0,351,379,651,1,1,1,1
2020,16470,8,2020,3,179.258,2,2.00,2,,,,,,2,1,1,1,0000,52,5,4,5,1,0,0,1,1,0,0,1,0,1,2,1,3,2,2,1,2,1,1,1,0,2,1,1,2,1,0,0,1,0,1500000.0000,3,2,2,0,0,0,0,9,25107,21481,27359,3626,7763,27359,0,0,0,27359,0,0,0,0,0,12097,15262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5878,3440,1215,1223,11389,2752,696,3737,1052,113,0,1084,753,985,216,1,1,1,1
2020,16471,8,2020,3,211.372,2,2.00,0,,,,,,2,1,1,1,0000,52,5,4,5,0,1,1,1,1,1,1,1,0,1,2,1,1,2,2,1,2,1,1,0,0,2,1,1,2,1,0,0,1,0,1972230.0000,3,3,3,0,0,0,0,9,24025,19100,19159,4925,7371,0,0,13947,5212,0,0,5212,0,0,0,0,0,0,0,13947,0,0,5212,0,0,0,0,0,0,0,0,0,59,59,0,0,12296,1945,250,5113,1361,223,218,2244,169,617,157,2,1,3,1
2020,16472,8,2020,3,326.988,2,2.00,2,,,,,,2,1,1,1,0000,52,5,4,5,1,0,0,1,1,0,0,1,0,1,1,3,2,2,2,2,2,2,2,0,0,2,1,,2,,0,0,,0,,,2.5,2.5,1,0,2,2,8,19091,19091,22182,0,10771,22182,0,0,0,22182,0,0,0,0,0,13612,8570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3091,1526,705,859,10771,781,543,4683,964,685,0,325,2329,461,0,1,1,1,1
2020,16473,8,2020,3,213.626,1,1.25,0,,,,,,1,,1,1,0000,22,10,3,2,1,0,0,1,1,0,0,1,1,1,2,1,2,2,2,1,2,1,2,0,0,2,1,,1,1,0,0,,0,,,2,2,0,0,0,0,3,5899,4299,4299,1600,3728,0,0,0,4299,0,0,4299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4299,0,0,0,0,0,0,0,0,0,5328,525,110,1641,922,0,0,383,100,474,1172,1,2,3,1
2020,16474,8,2020,3,411.329,1,1.25,0,,,,,,1,,1,1,0000,22,10,3,2,0,1,1,1,1,0,0,1,0,0,1,0,2,2,2,2,2,2,1,0,0,2,2,1,1,1,0,0,,0,,,3,3,1,0,3,2,2,3506,3506,3506,0,5720,0,0,0,3506,0,0,3506,0,0,0,0,0,0,0,0,0,0,3506,0,0,0,0,0,0,0,0,0,0,0,0,0,5720,0,0,4503,463,30,0,315,60,348,0,1,2,3,1
2020,16475,8,2020,3,118.873,1,1.25,1,,,,,,1,1,,1,0000,22,10,3,2,0,1,1,1,1,1,0,1,0,0,2,1,2,2,2,1,2,1,2,0,0,2,1,1,2,1,0,0,1,0,900000.0000,77,3,3,0,0,0,0,10,20165,18046,24789,2119,2873,24789,0,0,0,24789,0,0,0,0,0,24789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6744,4279,1334,1131,4993,347,0,2084,1841,97,0,155,200,268,0,1,1,1,1
2020,16476,8,2020,3,414.515,2,2.00,0,,,,,,2,1,1,2,0000,24,9,4,2,1,0,0,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,0,1,2,1,1,1,0,0,1,0,600000.0000,4,4,4,0,0,0,0,8,20429,18429,18429,2000,4905,0,0,14022,4407,0,0,4407,0,0,0,0,0,0,0,14022,0,0,4407,0,0,0,0,0,0,0,0,0,0,0,0,0,6905,869,0,2000,1119,0,0,2294,0,624,0,1,1,3,2
2020,16477,8,2020,3,450.524,2,2.00,0,,,,,,2,1,1,2,0000,24,9,4,2,1,0,0,1,1,1,1,1,0,1,1,1,1,2,2,1,2,2,2,0,0,1,2,1,2,1,0,0,1,0,350000.0000,4,3,3,0,0,0,0,2,6040,4207,4207,1833,3319,0,0,0,4207,0,0,4207,0,0,0,0,0,0,0,0,0,0,4207,0,0,0,0,0,0,0,0,0,0,0,0,0,5152,1585,0,1833,542,0,0,534,0,657,0,2,1,3,2
2020,16478,8,2020,3,280.365,2,2.00,0,,,,,,2,1,1,1,0000,62,10,4,1,0,1,1,1,2,0,0,1,0,1,1,1,4,2,2,1,2,1,2,0,0,1,1,1,2,1,0,0,1,0,700000.0000,3,4,4,0,0,0,0,6,13905,11905,11905,2000,12983,0,7512,0,4393,0,0,4393,0,0,0,0,0,0,0,0,0,0,4393,0,0,0,0,0,0,0,0,0,0,0,0,0,14983,2151,1271,2486,2951,299,0,1127,1623,3037,38,1,2,3,1
2020,16479,7,2020,3,168.662,2,2.00,1,,,,,,2,1,1,1,0000,62,10,4,1,0,1,1,1,2,0,1,1,1,1,2,2,7,2,2,1,2,1,2,1,0,2,1,1,2,1,0,0,1,0,1000000.0000,5,6,3,0,0,0,0,9,25616,22513,22993,3103,10800,6514,6677,4264,5537,6514,0,5537,0,0,0,6514,0,0,0,4264,0,0,5055,0,0,0,0,0,0,0,0,483,479,479,0,0,13903,1339,712,3229,2103,346,0,1455,1314,3242,164,1,1,1,1
2020,16480,8,2020,3,344.666,2,2.00,1,,,,,,2,1,1,1,0000,62,10,4,1,0,1,1,1,1,0,1,1,1,0,1,1,6,2,2,2,2,1,1,0,0,1,1,1,2,1,0,0,1,0,3500000.0000,5,6,5,0,0,0,0,9,25804,20804,20804,5000,6321,13101,2504,0,5198,13101,0,5198,0,0,0,13101,0,0,0,0,0,0,5198,0,0,0,0,0,0,0,0,0,0,0,0,0,11321,653,610,5000,1895,134,80,2073,193,531,152,1,1,1,1
2020,16481,8,2020,3,312.078,3,2.65,1,,1,,,1,2,1,1,1,0000,62,10,4,1,0,1,2,1,1,0,0,1,1,0,1,2,3,2,2,1,2,1,2,1,0,1,1,1,2,1,0,0,1,0,950000.0000,1,3,3,0,0,0,0,6,19051,15948,16348,3103,16185,3918,0,0,12430,3918,0,12430,0,0,0,3918,0,0,0,0,0,152,0,0,0,7319,4959,0,0,0,0,0,400,0,141,260,19288,3962,373,3253,1490,1387,0,786,1584,1223,5231,1,2,1,1
2020,16482,8,2020,3,452.482,4,3.20,4,,,,,,4,2,2,1,0000,61,5,2,3,1,0,0,1,1,0,0,1,0,1,4,2,1,2,2,1,2,1,1,2,0,2,1,1,2,2,0,0,1,1,850000.0000,3,5,5,0,0,0,0,8,29922,25296,28211,4626,18416,20799,2404,5008,0,20799,0,0,0,0,0,484,0,20315,0,5008,0,0,0,0,0,0,0,0,0,0,0,0,2915,1582,477,856,23042,1595,3652,4799,2042,1128,0,760,355,8538,173,3,2,1,1
2020,16483,7,2020,3,268.154,2,2.00,0,,,,,,2,1,1,1,0000,61,5,2,3,0,1,1,1,1,1,1,1,0,1,2,1,3,2,2,1,2,1,2,1,0,2,1,1,2,1,0,0,1,0,1128526.0000,1,4,4,0,0,0,0,8,20803,17894,17958,2909,3783,0,0,10009,7948,0,0,7948,0,0,0,0,0,0,0,10009,0,0,3462,0,0,4004,0,0,0,0,0,483,64,64,0,0,6692,1316,87,3009,361,0,0,826,409,684,0,2,1,3,1
2020,16484,8,2020,3,296.523,5,3.75,2,,2,1,,3,2,1,1,1,0000,61,5,2,3,0,1,1,0,1,0,0,1,0,0,1,0,0,2,2,1,2,1,2,0,0,2,1,,2,2,0,0,,0,,,4,4,1,0,2,2,3,14535,14535,17351,0,12691,16814,0,0,537,14175,0,537,0,0,0,0,14175,0,2640,0,0,537,0,0,0,0,0,0,0,0,0,0,2816,1513,640,663,12691,3093,264,2501,1582,39,130,1228,996,1642,1216,1,2,2,1
2020,16485,8,2020,3,234.156,4,3.20,2,1,1,,,2,2,1,1,1,0000,61,5,2,3,0,1,1,1,2,0,1,1,1,1,4,1,4,2,2,1,1,1,2,0,0,2,1,,2,2,0,0,,0,,,4,3,0,0,0,0,5,21142,18661,20784,2481,19899,19439,0,0,1345,16100,0,345,0,1001,0,12038,4062,0,3339,0,0,345,0,0,0,0,0,0,0,0,0,0,2123,582,762,779,22380,1134,217,2581,619,291,2786,464,1511,12490,287,1,1,1,1
2020,16486,7,2020,3,294.235,7,4.75,2,,2,3,,5,2,1,1,1,0000,61,5,2,3,1,0,0,1,1,1,0,1,0,0,0,3,1,2,2,1,2,2,1,0,1,2,1,,2,,0,1,1,0,750000.0000,3,4.5,4.5,0,0,0,0,3,18960,14334,15441,4626,6049,11898,0,0,3544,11898,0,3544,0,0,0,6121,5777,0,0,0,0,881,0,0,0,0,1997,0,0,0,0,666,1107,367,235,505,10675,2917,434,4626,610,69,572,428,0,718,300,3,1,1,1
2020,16487,8,2020,3,407.326,4,3.20,1,2,,,,2,2,1,1,1,0000,61,5,2,3,1,0,0,1,1,0,0,1,1,1,3,0,4,2,2,1,2,1,1,1,0,2,1,,2,1,0,0,,0,,,4,4,1,0,2,2,4,17517,17517,18871,0,19389,9812,0,0,9058,9812,0,9058,0,0,0,9812,0,0,0,0,0,345,0,0,0,0,1703,0,0,0,7011,0,1354,704,275,375,19389,4415,791,3002,2093,1789,385,800,2240,2907,967,1,1,1,1
2020,16488,8,2020,3,436.326,3,2.65,0,1,,,,1,2,1,1,2,0000,61,5,2,3,0,1,0,1,1,0,0,1,1,0,1,0,0,2,2,1,2,2,2,0,0,2,2,,2,,0,0,,0,,,3,3,1,0,2,2,1,3480,3480,3658,0,4227,3506,0,0,152,0,0,152,0,0,0,0,0,0,3506,0,0,152,0,0,0,0,0,0,0,0,0,0,177,0,73,104,4227,1244,265,1901,161,102,410,0,0,100,43,2,1,3,3
2020,16489,8,2020,3,353.161,4,3.20,2,2,,,,2,2,1,1,1,3000,11,1,1,5,0,1,1,1,1,0,1,1,1,1,2,1,1,2,1,1,1,1,1,1,0,2,1,,2,2,0,0,,0,,,4,4,1,0,2,2,4,16514,16514,17538,0,16097,17193,0,0,345,17193,0,345,0,0,0,9681,7512,0,0,0,0,345,0,0,0,0,0,0,0,0,0,0,1024,0,390,634,16097,2135,813,6003,1288,200,500,1087,1656,2210,204,2,1,1,1
2020,16490,8,2020,3,53.739,2,2.00,1,,,,,,2,1,1,2,3000,11,1,1,5,0,1,1,1,1,1,1,1,0,2,1,2,4,2,2,1,2,2,1,0,0,1,1,1,2,1,0,0,1,0,1584669.0000,4,3,3,0,0,0,0,3,9464,4407,4407,5057,10273,2304,0,0,2103,0,0,2103,0,0,0,0,0,0,2304,0,0,0,2103,0,0,0,0,0,0,0,0,0,0,0,0,0,15330,4108,513,5057,1170,134,1941,0,0,2407,0,3,1,2,3
2020,16491,8,2020,3,357.859,1,1.25,0,,,,,,1,,1,1,6600,53,4,4,5,1,0,0,1,1,1,0,1,0,0,2,0,2,2,2,1,2,2,1,0,0,1,2,1,1,,0,0,1,0,2000000.0000,4,3,3,0,0,0,0,4,6192,3005,3005,3187,501,0,0,1002,2003,0,0,2003,0,0,0,0,0,0,0,1002,0,0,1002,1002,0,0,0,0,0,0,0,0,0,0,0,0,3688,0,0,3187,350,0,0,81,0,70,0,3,2,3,1
2020,16492,8,2020,3,196.814,1,1.25,1,,,,,,1,1,,1,8600,52,4,4,5,0,1,1,1,1,0,0,1,1,2,1,0,1,2,2,1,1,1,2,0,0,2,1,1,2,1,0,0,,0,,,3,3,1,0,2,2,10,19558,19558,28629,0,17828,28629,0,0,0,28629,0,0,0,0,0,28629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9071,6210,1565,1296,17828,3817,53,6014,1238,0,0,785,1191,4190,540,1,1,1,1
2020,16493,8,2020,3,225.179,2,2.00,2,,,,,,2,1,1,1,0000,41,8,4,4,0,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,1,1,0,0,2,1,1,2,2,0,0,1,0,8000000.0000,3,4,4,0,0,0,0,10,46296,41387,56692,4909,7670,42540,3506,8513,2133,41504,0,2133,0,0,0,41504,0,0,1036,8513,0,0,2133,0,0,0,0,0,0,0,0,0,15305,10865,2486,1954,12579,208,173,5238,2176,213,300,1131,168,2638,334,1,1,1,1
2020,16494,8,2020,3,171.549,2,2.00,2,,,,,,2,1,1,1,5000,51,2,4,5,1,0,0,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,0,0,2,1,,2,2,0,0,1,1,5000000.0000,2,6,6,0,0,0,0,10,54298,44884,56022,9414,6823,47809,5809,0,2404,7745,0,2404,0,0,0,0,7745,0,40063,0,0,0,2404,0,0,0,0,0,0,0,0,0,11138,10716,142,279,16237,2219,434,9514,2252,65,0,512,371,870,0,1,1,2,1
2020,16495,8,2020,3,93.210,1,1.25,1,,,,,,1,,1,1,6900,42,4,4,5,0,1,1,1,1,0,1,1,1,1,1,1,4,2,2,1,2,1,2,1,0,2,1,1,1,1,0,0,1,1,2924935.0000,3,6,6,0,0,0,0,9,16665,10701,14283,5964,9363,14283,0,0,0,14283,0,0,0,0,0,14283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3581,2172,718,691,15327,1507,991,6114,2023,738,0,295,1892,1575,193,1,2,1,1
2020,16496,7,2020,3,371.589,6,4.25,2,,2,2,,4,2,1,1,1,0000,43,5,2,4,0,1,1,1,2,0,1,1,1,1,1,2,7,2,2,1,1,1,1,0,0,2,1,1,2,2,0,0,1,0,3000000.0000,3,8,7,0,0,0,0,6,31588,25853,29526,5735,8447,26522,0,0,3005,19030,0,3005,0,0,0,11110,7920,0,7492,0,0,729,0,0,0,0,1610,0,0,0,0,666,3673,1865,858,950,14182,1536,780,4581,1691,555,0,1004,1067,2239,730,3,1,1,1
2020,16497,8,2020,3,238.961,1,1.25,0,,,,,,1,1,,1,7900,42,13,4,5,0,1,1,1,1,0,1,1,1,1,2,1,1,2,2,2,1,1,1,1,0,2,1,1,1,1,0,0,1,0,2000000.0000,3,4,4,0,0,0,0,7,10742,6911,6911,3831,8377,0,0,4207,2704,0,0,2704,0,0,0,0,0,0,0,4207,0,0,2704,0,0,0,0,0,0,0,0,0,0,0,0,0,12208,1301,424,3831,1109,34,0,347,150,5012,0,1,1,3,1
2020,16498,8,2020,3,100.451,2,2.00,1,,,,,,2,1,1,1,7900,42,13,4,5,0,1,1,1,2,0,1,1,1,1,2,2,5,2,2,1,1,1,2,0,0,2,1,1,2,2,0,0,1,1,2500000.0000,2,4,4,0,0,0,0,10,41536,37243,47410,4293,8222,27241,4006,14022,2140,27241,0,2140,0,0,0,27241,0,0,0,14022,0,0,2140,0,0,0,0,0,0,0,0,0,10167,7101,1685,1381,12515,485,142,4181,3258,117,989,814,771,1739,20,1,1,1,1
2020,16499,8,2020,3,466.924,3,2.65,0,,,,,,3,2,1,1,7900,42,13,4,5,0,1,1,1,1,0,1,1,0,1,2,3,1,2,2,1,1,2,2,1,0,2,1,1,2,2,0,0,1,1,1800000.0000,2,4.5,4.5,0,0,0,0,5,15851,10393,10571,5458,13712,0,3506,0,7065,0,0,7065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7065,0,0,0,0,0,177,0,73,104,19170,644,461,5557,1441,100,0,782,1396,8788,0,1,1,3,1
2020,16500,8,2020,3,708.892,2,2.00,2,,,,,,2,1,1,1,7900,42,13,4,5,0,1,1,1,1,0,0,1,1,1,2,2,2,2,2,1,1,1,2,0,0,2,1,1,2,1,0,0,,0,,,2,2,1,0,2,2,8,20556,20556,24944,0,9493,22040,0,0,2905,22040,0,0,2905,0,0,3471,18569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4388,2579,864,944,9493,1606,957,4102,818,0,150,0,1076,783,0,1,1,1,1
2020,16501,8,2020,3,229.543,3,2.65,3,,,,,,3,2,1,1,7900,42,13,4,5,0,1,1,1,1,0,0,1,0,0,2,2,3,2,2,1,1,1,2,0,0,2,1,1,2,1,0,0,1,0,1600000.0000,3,3.5,3.5,0,0,0,0,8,27993,22238,26591,5755,4440,26591,0,0,0,26591,0,0,0,0,0,16034,7764,2793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4352,2362,866,1124,10194,1401,737,3831,1345,0,0,679,136,2065,0,2,1,1,1
2020,16502,8,2020,3,749.816,3,2.65,3,,,,,,3,2,1,1,7900,42,13,4,5,0,1,1,1,1,0,1,1,1,1,3,3,1,2,2,1,1,1,1,0,1,2,1,1,2,2,0,0,,1,,,3.5,3.5,1,0,2,2,7,22891,22891,24417,0,12842,20911,3506,0,0,13900,0,0,0,0,0,0,8418,5482,7011,0,0,0,0,0,0,0,0,0,0,0,0,0,1525,365,456,705,12842,1582,664,4855,2040,105,0,1005,293,1984,314,2,1,2,1
2020,16503,8,2020,3,349.176,4,3.20,1,1,1,,,2,2,1,1,1,7900,42,13,4,5,0,1,1,1,1,0,1,1,1,1,2,2,1,2,2,1,1,2,2,0,0,2,1,1,2,2,0,0,1,0,1800000.0000,3,4,4,0,0,0,0,6,23956,20125,28589,3831,11166,28245,0,0,345,28245,0,345,0,0,0,28245,0,0,0,0,0,345,0,0,0,0,0,0,0,0,0,0,8464,5402,1652,1410,14997,245,1039,3831,1959,0,1293,1236,4284,963,147,1,2,1,1
2020,16504,8,2020,3,293.287,5,3.75,2,1,1,1,,3,2,1,1,1,7900,42,13,4,5,0,1,1,1,1,1,1,1,1,0,2,2,1,2,2,1,1,1,1,1,1,2,1,,2,1,0,0,1,0,2000000.0000,3,4,4,0,0,0,0,6,25746,21915,24309,3831,7841,23772,0,0,537,23772,0,537,0,0,0,9692,14080,0,0,0,0,537,0,0,0,0,0,0,0,0,0,0,2394,594,842,957,11672,1303,0,3870,1270,200,0,272,2871,1545,343,1,1,1,1
2020,16505,8,2020,3,596.564,5,3.75,2,3,,,,3,2,1,1,1,7900,42,13,4,5,1,0,0,1,1,0,0,1,1,1,2,1,1,2,2,1,1,1,1,1,0,2,1,,2,1,0,0,,0,,,3,3,1,0,2,2,6,28773,28773,36599,0,17549,36062,0,0,537,36062,0,537,0,0,0,27108,8954,0,0,0,0,537,0,0,0,0,0,0,0,0,0,0,7826,4459,1757,1611,17549,1253,452,4774,1301,252,520,603,6507,1886,0,2,1,1,1
2020,16506,8,2020,3,217.152,2,2.00,2,,,,,,2,1,1,1,7900,42,13,4,5,1,0,0,1,1,0,0,1,0,1,2,3,1,2,2,1,1,1,1,1,0,2,1,,1,1,0,0,,0,,,3,3,1,0,2,2,5,12172,12172,13051,0,7876,13051,0,0,0,13051,0,0,0,0,0,4958,8093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,878,271,163,444,7876,376,133,4202,1237,0,0,321,120,1368,118,2,1,1,1
2020,16507,8,2020,3,239.370,1,1.25,0,,,,,,1,,1,1,7900,42,13,4,5,0,1,1,0,1,0,0,1,0,0,2,1,1,2,2,1,1,1,2,0,0,2,1,1,1,1,0,0,1,1,1700000.0000,3,3,3,0,0,0,0,8,11871,8645,8645,3226,4917,0,4808,0,3837,0,0,3837,0,0,0,0,0,0,0,0,0,0,2135,0,0,0,1702,0,0,0,0,0,0,0,0,0,8143,757,479,3226,1025,122,70,222,757,482,1002,3,2,3,1
2020,16508,8,2020,3,551.729,2,2.00,1,,1,,,1,1,,1,1,7900,42,13,4,5,0,1,1,1,1,0,1,1,1,1,2,2,2,2,2,2,1,1,1,2,2,2,1,,2,1,0,0,1,0,2000000.0000,3,4,4,0,0,0,0,8,20608,16777,23005,3831,11831,22018,0,0,988,22018,0,988,0,0,0,22018,0,0,0,0,0,152,0,0,0,0,0,0,835,0,0,0,6229,4009,1191,1029,15662,1581,86,3939,2222,271,1261,1848,3741,546,167,1,2,1,1
